,job_title,company,location,salary,posted,date_extracted
2155,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:48.896775
2156,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:48.897773
2157,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.898770
2158,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:48.898770
2159,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.898770
2160,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:48.899767
2161,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:48.899767
2162,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:48.900765
2163,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:48.900765
2164,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.901762
2165,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.901762
2166,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.902760
2167,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:48.902760
2168,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:48.903757
2169,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.904754
2170,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:48.904754
2171,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:48.904754
2172,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:48.905751
2173,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.906749
2174,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:48.906749
2175,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.907746
2176,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:48.910738
2177,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:48.910738
2178,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:48.913730
2179,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:48.913730
2180,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:48.914727
2181,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:48.914727
2182,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:48.915725
2183,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:48.915725
2184,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:48.916722
2185,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:48.917719
2186,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:48.917719
2187,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:48.918717
2188,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:48.918717
2189,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:48.919714
2190,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:48.919714
2191,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:48.920711
2192,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:48.920711
2193,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:48.921709
2194,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:48.921709
2195,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:48.922706
2196,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:48.922706
2197,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:48.923706
2198,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:48.925225
2199,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.925225
2200,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:48.926213
2201,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.926213
2202,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.927211
2203,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.927211
2204,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.928210
2205,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:48.929206
2206,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:48.929206
2207,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.930202
2208,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:48.931199
2209,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:48.931199
2210,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:48.932197
2211,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:48.932197
2212,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:48.933194
2213,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:48.933194
2214,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:48.934192
2215,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.934192
2216,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:48.935190
2217,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.936186
2218,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:48.936186
2219,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:48.937189
2220,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:48.937189
2221,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:48.938181
2222,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:48.939178
2223,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.939178
2224,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:48.940177
2225,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:48.942175
2226,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.943168
2227,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:48.943168
2228,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:48.944164
2229,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:48.944164
2230,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:48.945673
2231,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:48.945673
2232,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:48.946664
2233,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:48.946664
2234,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.947661
2235,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:48.947661
2236,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.948659
2237,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:48.948659
2238,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:48.948659
2239,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:48.949656
2240,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:48.950653
2241,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:48.950653
2242,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:48.951651
2243,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:48.951651
2244,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:48.952648
2245,Senior Data Scientist,Humana,,,30+ days ago,2020-04-19 17:33:48.952648
2246,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:48.953646
2247,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:48.953646
2248,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:48.954642
2249,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:48.954642
2250,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:48.955640
2251,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:48.955640
2252,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:48.956638
2253,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:48.957635
2254,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:48.957635
2255,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:48.957635
2256,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.958632
2257,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:48.958632
2258,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.959629
2259,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.960627
2260,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.960627
2261,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:48.961624
2262,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:48.961624
2263,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:48.962621
2264,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:48.962621
2265,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:48.963618
2266,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:48.963618
2267,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:48.964616
2268,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:48.964616
2269,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:48.965613
2270,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:48.965613
2271,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:48.966610
2272,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:48.966610
2273,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:48.967608
2274,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:48.967608
2275,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.968605
2276,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:48.968605
2277,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.969602
2278,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.969602
2279,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.970600
2280,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:48.970600
2281,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:48.971597
2282,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:48.971597
2283,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:48.972595
2284,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:48.972595
2285,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:48.973592
2286,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:48.973592
2287,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:48.974589
2288,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:48.974589
2289,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:48.975586
2290,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:48.975586
2291,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:48.976584
2292,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:48.976584
2293,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:48.977581
2294,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.977581
2295,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:48.978578
2296,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.978578
2297,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.979576
2298,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.979576
2299,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:48.980573
2300,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:48.981571
2301,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:48.981571
2302,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:48.982568
2303,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:48.982568
2304,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:48.983565
2305,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:48.983565
2306,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:48.984563
2307,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:48.984563
2308,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:48.985560
2309,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.985560
2310,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:48.986557
2311,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.986557
2312,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:48.989550
2313,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:48.990547
2314,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:48.992543
2315,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:48.993538
2316,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.993538
2317,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.994536
2318,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:48.994536
2319,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:48.995533
2320,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:48.995533
2321,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:48.996530
2322,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:48.996530
2323,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:48.997528
2324,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:48.997528
2325,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:48.998525
2326,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:48.998525
2327,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:48.999522
2328,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:48.999522
2329,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:48.999522
2330,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:49.000520
2331,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:49.001517
2332,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:49.001517
2333,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:49.002518
2334,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:49.003536
2335,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:49.004515
2336,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:49.005508
2337,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:49.006508
2338,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:49.007502
2339,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:49.007502
